idx,title,desc,org_link,pDate
240,[인사] 울산시 교육청,조현아 △호계중 <b>김진현</b> △강남특수교육지원센터 김유라 △동평중 최재희 △온산중 원정미 △신정고 한수민 △울산행복학교 이정은 △남외중 이민경 △유곡중 조금래 △진장중 장윤희 △화암중 전혜륜 △일산중 이소정... ,,2021-02-01 16:27:00
241,"울산교육청, 3월 1일자 교사 1701명 정기 인사",조현아 △호계중 <b>김진현</b> △강남특수교육지원센터 김유라 △동평중 최재희 △온산중 원정미 △신정고 한수민 △울산행복학교 이정은 △남외중 이민경 △유곡중 조금래 △진장중 장윤희 △화암중 전혜륜 △일산중 이소정... ,,2021-02-01 16:24:00
242,[인사명단]울산 2021년 유·초·중등 교원인사(3월1일자),조현아 △호계중 <b>김진현</b> △강남특수교육지원센터 김유라 △동평중 최재희 △온산중 원정미 △신정고 한수민 △울산행복학교 이정은 △남외중 이민경 △유곡중 조금래 △진장중 장윤희 △화암중 전혜륜 △일산중 이소정... ,,2021-02-01 16:22:00
243,"경북도, 슬기로운 건강마을 영상 유튜브 공유",<b>김진현</b> 경상북도 복지건강국장은&quot;코로나19 상황에서도 건강마을 어르신들의 밝고 활기찬 활동들이 도내 많은 마을에 본보기가 되고 있으니 많이 공유되길 바란다&quot;고 말했다.,,2021-02-01 15:02:00
244,"경북도, ‘코로나시대 슬기로운 건강마을’ 유튜브 공유","경북도 <b>김진현</b> 복지건강국장은 “코로나19 상황에서도 건강마을 어르신들의 밝고 활기찬 활동들이 도내 많은 마을에 본보기가 되고 있으니 많이 공유되길 바란다”고 말했다. 한편, 경북도는 특화사업으로 건강취약마을... ",,2021-02-01 10:25:00
245,"경북도,코로나19 상황 극복 위한 ‘건강마을 우수사례’ 소개",<b>김진현</b> 경상북도 복지건강국장은 &quot;코로나19 상황에서도 건강마을 어르신들의 밝고 활기찬 활동들이 도내 많은 마을에 본보기가 되고 있으니 많이 공유되길 바란다.&quot;고 말했다.,,2021-02-01 09:51:00
246,"경북도, 코로나극복. 슬기로운 건강마을 영상 유튜브 공유",<b>김진현</b> 경상북도 복지건강국장은&quot;코로나19 상황에서도 건강마을 어르신들의 밝고 활기찬 활동들이 도내 많은 마을에 본보기가 되고 있으니 많이 공유되길 바란다&quot;고 말했다.,,2021-02-01 08:57:00
247,"남양주 다산로타리클럽, 다산1?2동을 위한 설명절 후원물품 기부",(센터장 <b>김진현</b>)와 다산2동 주민센터(동장 문만수)에 전달하는 뜻깊은 자리를... 다산행정복지센터 <b>김진현</b> 센터장은 “다산로타리클럽 회원분들의 아낌없는 후원에... ,,2021-01-31 09:15:00
248,"남양주 다산로타리클럽, 설 맞이 후원물품 기부","이어 <b>김진현</b> 다산행정복지센터장은 &quot;다산로타리클럽 회원분들의 아낌없는 후원에 감사드린다. 후원해 주신 분들의 소중한 정성이 도움이 필요한 이웃에게 잘 전달될 수 있도록 최선을 다하겠다&quot;고 말했다. 한편, 남양주... ",,2021-01-30 13:53:00
249,"[오피셜] 박항서호 GK 당반럼, 日 세레소 오사카행...<b>김진현</b>과 경쟁",세레소 오사카 골문은 대한민국 국가대표 출신 골키퍼 <b>김진현</b>이 단단히 지키고 있다. <b>김진현</b>은 2009년부터 현재까지 세레소 오사카에서만 400경기 가까이 소화하며 구단의 두터운 신뢰를 받고 있다. 당반럼은... ,,2021-01-30 13:36:00
250,남양주 다산로타리클럽 다산1.2동을 위한 설명절 후원물품 기부,(센터장 <b>김진현</b>)와 다산2동 주민센터(동장 문만수)에 전달하는 뜻깊은 자리를 마련했다. 이번 후원물품은... 다산행정복지센터 <b>김진현</b> 센터장은 &quot;다산로타리클럽 회원분들의 아낌없는 후원에 감사드린다. 후원해 주신... ,,2021-01-29 17:58:00
251,"충북대, '2021 충북대학교 산학협력의 날' 개최","이 날 행사는 김수갑 총장을 비롯한 대학 보직자들과 가족회사 회장인 ㈜금진의 <b>김진현</b> 대표 등 관계자 70여 명이 참석했으며, 코로나19의 확산 예방을 위해 방역 수칙을 준수하며 1부와 2부로 시간을 나눠... ",,2021-01-29 17:01:00
252,"남양주 다산로타리클럽, 다산1·2동을 위한 설 명절 후원물품 기부",(센터장 <b>김진현</b>)와 다산2동 주민센터(동장 문만수)에 전달하는 뜻깊은 자리를 마련했다. 남양주... <b>김진현</b> 다산행정복지센터 센터장은 &quot;다산로타리클럽 회원분들의 아낌없는 후원에 감사드린다. 후원해 주신 분들의 소중한... ,,2021-01-29 14:30:00
253,남양주 다산로타리클럽 다산1·2동을 위한 설명절 후원물품 기부에'훈훈',"다산행정복지센터 <b>김진현</b> 센터장은 &quot;다산로타리클럽 회원분들의 아낌없는 후원에 감사드린다. 후원해 주신 분들의 소중한 정성이 도움이 필요한 이웃에게 잘 전달될 수 있도록 최선을 다하겠다&quot;고 말했다. 한편, 남양주... ",,2021-01-29 13:38:00
254,"남양주 다산로타리클럽, 설 명절 후원물품 기부",(센터장 <b>김진현</b>)와 다산2동 주민센터(동장 문만수)에 전달하는 뜻깊은 자리를 마련했다. 29일 시에 따르면... 다산행정복지센터 <b>김진현</b> 센터장은 “다산로타리클럽 회원분들의 아낌없는 후원에 감사드린다. 후원해 주신... ,,2021-01-29 12:53:00
255,"남양주 다산로타리클럽, 다산12동을 위한 설명절 후원물품 기부",다산행정복지센터 <b>김진현</b> 센터장은 “다산로타리클럽 회원분들의 아낌없는 후원에 감사드린다. 후원해 주신 분들의 소중한 정성이 도움이 필요한 이웃에게 잘 전달될 수 있도록 최선을 다하겠다”고 말했다. 한편... ,,2021-01-29 12:24:00
256,"경북도, 미인가 대안교육시설 진단검사 행정명령",<b>김진현</b> 복지건강국장은 &quot;미인가 대안교육시설에 대한 감염사례가 급증하고 있는 엄중한 상황인 만큼 신속한 검사를 당부드린다&quot;고 밝히고 &quot;집단감염의 우려가 있는 방역 사각지대를 발굴할 수 있도록 적극적 신고와... ,,2021-01-29 11:31:00
257,"경북도, 미(未)인가 대안교육시설 진단검사 행정명령","등 명단확보, 최근 집합 여부 재확인 및 진단검사를 권고했다. <b>김진현</b> 경북도 복지건강국장은 “미인가 대안교육시설에 대한 감염사례가 급증하고 있는 엄중한 상황인 만큼 신속히 검사 받기를 바란다”고 당부했다.",,2021-01-29 09:33:00
258,"경북도, 미인가 대안교육시설 진단검사 행정명령",<b>김진현</b> 경북도 복지건강국장은 “미인가 대안교육시설에 대한 감염사례가 급증하고 있는 엄중한 상황인 만큼 신속히 검사 받기를 당부드린다”고 말했다. 안동= 시설 대표자ㆍ교사ㆍ학생 등 2월 4일까지 검사받아야,,2021-01-29 09:08:00
259,"대구·경북, 백신 접종 계획 구체화…의료진 1순위","[<b>김진현</b>/경상북도 복지건강국장 : &quot;이분들이 어떻게 올 것인지 이동 수단에 대한 문제, 홍보를 어떻게 할 것인지, 세번째는 그 분들이 안전하게 백신을 맞을 수 있도록 하는 안전성에 치중하고 있습니다. &quot;] 이 밖에도 65살... ",,2021-01-29 09:05:00
260,"복지부‧시민사회단체, 비급여 관리와 의료인력 대책 논의","시민사회단체에 민주노총 나순자 사회공공성위원, 한국노총 박기영 사무처장, 경실련 <b>김진현</b> 보건의료위원장, 한국소비자연맹 정지연 사무총장, 한국YWCA연합회 이윤숙 부장, 환자단체연합회 안기종 대표가 참여했다.",,2021-01-29 01:12:00
261,"경북도, 생활밀접형 장애인복지정책 추진",<b>김진현</b> 경북도 복지건강국장은 &quot;올해는 장애인이 일상생활을 영위하는데 필요한 생활밀착형 복지서비스를 점차 확대해 장애로 인한 사회활동 장벽을 낮추는데 최선을 다하겠다&quot;고 말했다.,,2021-01-29 00:12:00
262,&quot;집단감염 확산 막자&quot;…지역 비인가 교육시설 14곳 발굴,<b>김진현</b> 경북도 복지건강국장은 &quot;미인가 대안교육시설에 대한 감염사례가 급증하고 있는 엄중한 상황인 만큼 신속한 검사를 당부드린다&quot;며 &quot;집단감염의 우려가 있는 방역 사각지대를 발굴할 수 있도록 적극적 신고와... ,,2021-01-29 00:12:00
263,"경북도, 장애인복지서비스 강화",<b>김진현</b> 경상북도 복지건강국장은 &quot;2021년에는 장애인이 일상생활을 영위하는데 필요한 생활밀착형 복지서비스를 점차 확대하여 장애로 인한 사회활동 장벽을 낮추는데 최선을 다할 것&quot;이라고 밝혔다.,,2021-01-28 23:17:00
264,"경북도, 미인가 대안교육 시설에 코로나19 검사 행정명령","경북도는 시군과 합동으로 지난 26일부터 27일까지 이들 9개 시설에 대한 현장점검에 나서 교사, 학생 등 명단을 확보하고 최근 집합여부 등을 확인하고 진단검사를 권고했다.<b>김진현</b> 경북도 복지건강국장은 &quot;미인가... ",,2021-01-28 22:13:00
265,"경북도, 1039억 들여 장애인 24시간 활동 지원",종사자 5인 이상 거주시설을 대상으로 총 321명을 채용해 오는 7월부터 근무하도록 할 계획이다. <b>김진현</b> 경북도 복지건강국장은 &quot;장애인이 일상생활을 하는데 필요한 생활밀착형 복지서비스를 계속 확대하겠다&quot;고 말했다.,,2021-01-28 22:09:00
266,‘증여한 주택’ 애초에 어떻게 샀는지까지 들여다본다,[<b>김진현</b>/국세청 기획조정관 : &quot;주택 증여의 경우 당초 취득부터 증여 이후까지 전체 과정에 대한 검증을 대폭 확대하겠습니다. &quot;] 국세청은 다음 주 화요일 증여 주택에 대한 구체적인 검증 방식을 발표할 예정입니다. KBS... ,,2021-01-28 22:02:00
267,대구·경북 접종센터 32곳…백신 접종 세부안 확정,"[<b>김진현</b>/경상북도 복지건강국장 : &quot;이분들이 어떻게 올 것인지 이동 수단에 대한 문제, 홍보를 어떻게 할 것인지, 세번째는 그 분들이 안전하게 백신을 맞을 수 있도록 하는 안전성에 치중하고 있습니다. &quot;] 이 밖에도 65살... ",,2021-01-28 21:51:00
268,"경북도, 미인가 대안교육시설 검사 명령",<b>김진현</b> 복지건강국장은 &quot;미인가 대안교육시설에 대한 감염사례가 급증하고 있는 엄중한 상황인 만큼 신속한 검사를 당부드린다&quot;며 &quot;집단감염의 우려가 있는 방역 사각지대를 발굴할 수 있도록 적극적 신고와 협조를... ,,2021-01-28 21:35:00
269,"경북도, 장애인복지... 생활밀접지원 강화",<b>김진현</b> 복지건강국장은 &quot;2021년에는 장애인이 일상생활을 영위하는데 필요한 생활밀착형 복지서비스를 점차 확대해 장애로 인한 사회활동 장벽을 낮추는데 최선을 다할 것이다&quot;고 밝혔다.,,2021-01-28 21:10:00
270,"고창 성송면, 이웃돕기 성금기탁","<b>김진현</b> 면장은 “코로나19와 한파로 인해 모두가 어렵지만, 이웃과 나누는 온정의 손길이 모일 때 사회는 더 밝아질 것”이라며 “덕분에 소외된 이웃들이 따뜻한 연말을 보내게 된 것에 다시 한번 감사드린다”고... ",,2021-01-28 21:04:00
271,'아파트 증여' 역대 최다…현미경 검증 나선다,[<b>김진현</b>/국세청 기획조정관] &quot;고가 부동산을 취득하는 연소자 등에 대한 상시검증을 실시하고 주택증여의 경우 당초 취득부터 증여 이후까지 전체 과정에 대한 검증을 대폭 확대하겠습니다.&quot; 국세청은 이 밖에도... ,,2021-01-28 20:21:00
272,고창군 성송면 이웃돕기 성금기탁 잇따라,"<b>김진현</b> 성송면장은 &quot;코로나19와 한파로 인해 모두가 어렵지만, 이웃과 나누는 온정의 손길이 모일 때 사회는 더 밝아질 것&quot;이라며 &quot;덕분에 소외된 이웃들이 따뜻한 연말을 보내게 된 것에 다시 한번 감사드린다&quot;고 전했다.... ",,2021-01-28 20:09:00
273,"경북도, 미인가 대안교육시설 코로나 진단검사 행정명령",<b>김진현</b> 경북도 복지건강국장은 &quot;미인가 대안교육시설에 대한 감염사례가 급증하고 있는 엄중한 상황인 만큼 신속한 검사를 당부드린다&quot;며 &quot;집단감염의 우려가 있는 방역 사각지대를 발굴할 수 있도록 적극적 신고와... ,,2021-01-28 19:54:00
274,대구·경북 접종센터 32곳…백신 접종 세부안 확정,"[<b>김진현</b>/경상북도 복지건강국장 : &quot;이분들이 어떻게 올 것인지 이동 수단에 대한 문제, 홍보를 어떻게 할 것인지, 세번째는 그 분들이 안전하게 백신을 맞을 수 있도록 하는 안전성에 치중하고 있습니다. &quot;] 이 밖에도 65살... ",,2021-01-28 19:17:00
275,"경북도, 미인가 대안교육시설 진단검사 행정명령",<b>김진현</b> 복지건강국장은 &quot;미인가 대안교육시설에 대한 감염사례가 급증하고 있는 엄중한 상황인 만큼 신속한 검사를 당부드린다&quot;고 밝히고 &quot;집단감염의 우려가 있는 방역 사각지대를 발굴할 수 있도록 적극적 신고와... ,,2021-01-28 18:45:00
276,충북대 '2021 산학협력의 날' 개최… 우수성과 공유 시간 가져,행사에는 김수갑 총장을 비롯한 대학 보직자들과 <b>김진현</b> ㈜금진 대표 등 관계자 70여 명이 참석했다. 충북대는 코로나19의 확산 예방을 위해 행사를 1·2부로 나눠 참석자들의 동선이 겹치지 않도록 하는 등 방역... ,,2021-01-28 18:44:00
277,"경북도, 2월부터 백신 접종 우선대상 190만명 11월까지 집단면역","<b>김진현</b> 경북도 복지건강국장은 &quot;28일 발표될 정부의 코로나19 예방접종 시행 계획에 발 맞추어 백신확보와 대상자 관리에 철저를 기하고, 도민들에게 신속하고 투명한 예방접종이 추진되도록 적극 힘쓰겠다&quot;고 밝혔다.",,2021-01-28 18:04:00
278,2021년 1월 충북일보 독자권익위원회,"이번 지면평가에는 <b>김진현</b>(㈜금진 대표이사) 위원장을 비롯해 김종렬(NH농협은행 가경동지점장), 안종묵... ◇<b>김진현</b> 위원장 &quot;지난해는 코로나19로 인해 전 부문에 걸쳐 상당히 어려웠던 한해였다. 코로나19가 하루빨리... ",,2021-01-28 18:04:00
279,"경북도, 미인가 대안교육시설 진단검사 행정명령",<b>김진현</b> 복지건강국장은 “미인가 대안교육시설에 대한 감염사례가 급증하고 있는 엄중한 상황인 만큼 신속한 검사를 당부드린다”고 밝히고 “집단감염의 우려가 있는 방역 사각지대를 발굴할 수 있도록 적극적... ,,2021-01-28 18:02:00
280,"충북대, 2021 산학협력의 날 행사 열어","이날 행사는 김수갑 총장을 비롯한 대학 보직자들과 가족회사 회장인 ㈜금진의 <b>김진현</b> 대표 등 관계자 70여 명이 참석했으며, 코로나19의 확산 예방을 위해 방역 수칙을 준수하며 1부와 2부로 시간을 나눠... ",,2021-01-28 17:11:00
281,"충북대, 기업과 상생발전 도모로 지역 경제 발전 앞장","이 날 행사는 김수갑 총장을 비롯한 대학 보직자들과 가족회사 회장인 ㈜금진의 <b>김진현</b> 대표 등 관계자 70여명이 참석했으며, 코로나19의 확산 예방을 위해 방역 수칙을 준수하며 1부와 2부로 시간을 나눠... ",,2021-01-28 17:10:00
282,"경북도, 미인가 대안교육시설 진단검사 행정명령 내려",<b>김진현</b> 복지건강국장은 “미인가 대안교육시설에 대한 감염사례가 급증하고 있는 엄중한 상황인 만큼 신속한 검사를 당부드린다”고 밝히고 “집단감염의 우려가... ,,2021-01-28 16:54:00
283,"충북대, 기업과 상생발전 도모로 지역 경제 발전 앞장","이 날 행사는 김수갑 총장을 비롯한 대학 보직자들과 가족회사 회장인 금진의 <b>김진현</b> 대표 등 관계자 70여 명이 참석했으며, 코로나19의 확산 예방을 위해 방역 수칙을 준수하며 1부와 2부로 시간을 나눠 참석자들의... ",,2021-01-28 16:49:00
284,"경북도, 미인가 대안교육시설 진단검사 행정명령 내려",<b>김진현</b> 도 복지건강국장은 &quot;미인가 대안교육시설에 대한 감염사례가 급증하고 있는 엄중한 상황인 만큼 신속한 검사를 당부한다&quot;며 &quot;집단감염의 우려가 있는 방역 사각지대를 발굴할 수 있도록 적극적 신고와 협조를... ,,2021-01-28 16:21:00
285,"경북 미인가 교육시설 9곳, 내달 4일까지 검사 명령","<b>김진현</b> 경북도 복지건강국장은 &quot;시·군과 합동으로 26, 27일 9곳을 현장점검해 교사, 학생 명단을 확보했고 최근 집합 여부 확인, 진단검사 권고도 했다&quot;고 밝혔다. 한편 28일 중앙방역대책본부에 따르면 IM선교회 운영... ",,2021-01-28 16:19:00
286,"경북도, 미인가 대안교육시설 진단검사 행정명령","<b>김진현</b> 경북도 복지건강국장은 “미인가 대안교육시설에 대한 감염사례가 급증하고 있는 엄중한 상황인 만큼 신속한 검사를 당부드린다”며, “집단감염의 우려가 있는 방역 사각지대를 발굴할 수 있도록 적극적... ",,2021-01-28 15:53:00
287,"경북도, 미인가 대안교육시설 진단검사 행정명령 발동",<b>김진현</b> 경북도 복지건강국장은 “미인가 대안교육시설에 대한 감염사례가 급증하고 있는 엄중한 상황인 만큼 신속한 검사를 당부드린다”고 밝히고 “집단감염의 우려가 있는 방역 사각지대를 발굴할 수 있도록... ,,2021-01-28 15:33:00
288,"경북도, 미인가 대안교육시설 진단 검사 행정명령","미인가 대안교육시설은 8개 시군 9개소로 기숙형태가 7곳, 비기숙형이 2곳이다. <b>김진현</b> 복지건강국장은 &quot;미인가 대안교육시설에 대한 감염사례가 급증하고 있는 엄중한 상황인 만큼 신속한 검사를 당부드린다&quot;고 말했다.",,2021-01-28 15:33:00
289,"경북도, 미인가 대안교육시설 진단검사 행정명령",경북도 <b>김진현</b> 복지건강국장은 “미인가 대안교육시설에 대한 감염사례가 급증하고 있는 엄중한 상황인 만큼 신속한 검사를 바란다”면서 “도민들께서도 집단감염의 우려가 있는 방역 사각지대를 발굴할 수 있도록... ,,2021-01-28 15:04:00
290,경북 미인가 대안교육시설에 진단검사 행정명령,"또 교사, 학생 등 명단을 확보하고 최근 집합 여부를 확인했다. <b>김진현</b> 경북도 복지건강국장은 &quot;미인가 대안교육 시설에 대한 감염사례가 급증해 엄중한 상황인 만큼 신속히 검사하도록 했다&quot;고 말했다.",,2021-01-28 14:50:00
291,"경북도, 미인가 대안교육 시설에 코로나19 검사 행정명령",<b>김진현</b> 경북도 복지건강국장은 &quot;미인가 대안교육 시설에 대한 감염사례가 급증하고 있어 엄중한 상황인 만큼 신속한 검사를 부탁드린다&quot;며 &quot;집단감염 방지에 최선을 다 하겠다&quot;고 말했다. ☞공감언론 뉴시스,,2021-01-28 14:43:00
292,"경북도, 장애인복지서비스 지원 강화",경북도 <b>김진현</b> 복지건강국장은 “앞으로도 장애인이 일상생활을 영위하는데 필요한 생활밀착형 복지서비스를 점차 확대해 장애로 인한 사회활동 장벽을 낮추는데 최선을 다할 것”이라고 밝혔다.,,2021-01-28 14:10:00
293,"경북도, 장애인 생활밀접 지원 강화…다양한 서비스 추진",대한 향상된 복지서비스를 기대할 수 있게 됐다. <b>김진현</b> 도 복지건강국장은 “올해는 장애인 생활밀착형 복지서비스를 점차 확대해 장애로 인한 사회활동 장벽을 낮추는 데 최선을 다할 것”이라고 말했다. 김정섭,,2021-01-28 13:19:00
294,고창군 성송면 이웃돕기 성금기탁 잇따라,"<b>김진현</b> 성송면장은 &quot;코로나19와 한파로 인해 모두가 어렵지만, 이웃과 나누는 온정의 손길이 모일 때 사회는 더 밝아질 것&quot;이라며 &quot;덕분에 소외된 이웃들이 따뜻한 연말을 보내게 된 것에 다시 한번 감사드린다&quot;고... ",,2021-01-28 11:07:00
295,"경북도, ‘장애인복지정책 생활밀접 지원 강화 및 민생 살리기’ 등 다양한 서...",<b>김진현</b> 경상북도 복지건강국장은 &quot;2021년에는 장애인이 일상생활을 영위하는데 필요한 생활밀착형 복지서비스를 점차 확대해 장애로 인한 사회활동 장벽을 낮추는데 최선을 다할 것&quot;이라고 밝혔다.,,2021-01-28 11:03:00
296,2021년 국세행정 운영방안 발표,"<b>김진현</b> 국세청 기획조정관이 28일 오전 정부세종2청사에서 회복과 도약을 뒷받침하는 '국민이 편안한, 보다 나은 국세행정' 구현을 위한 2021년 국세행정 운영방안을 발표하고 있다. 2021.01.28. ppkjm@newsis.com... ",,2021-01-28 11:00:00
297,국세청 '비대면 중심 디지털 세정 전환',<b>김진현</b> 국세청 기획조정관이 28일 오전 세종시 정부세종2청사에서 2021년 국세행정 운영방안을 브리핑하고 있다. 2021.1.28,,2021-01-28 11:00:00
298,21년 국세행정 운영방안 브리핑하는 <b>김진현</b> 기획조정관,<b>김진현</b> 국세청 기획조정관이 28일 오전 세종시 정부세종2청사에서 2021년 국세행정 운영방안을 브리핑하고 있다. 2021.1.28,,2021-01-28 11:00:00
299,국세청 '올해 국세행정 운영방안은?',"<b>김진현</b> 국세청 기획조정관이 28일 정부세종2청사 국세청 기자실에서 '전국 세무관서장회의 개최' 브리핑을 하고 있다. 국세청은 국민 경제 활력, 성실 납세 지원, 공정 세정 실현, 미래 세정 선도를 위한 국세 행정... ",,2021-01-28 11:00:00
300,"국세청, 2021년 국세행정 운영방안 발표","<b>김진현</b> 국세청 기획조정관이 28일 오전 정부세종2청사에서 회복과 도약을 뒷받침하는 '국민이 편안한, 보다 나은 국세행정' 구현을 위한 2021년 국세행정 운영방안을 발표하고 있다. 2021.01.28. ppkjm@newsis.com... ",,2021-01-28 11:00:00
301,국세청 '올해 행정 운영방안은?',"<b>김진현</b> 국세청 기획조정관이 28일 정부세종2청사 국세청 기자실에서 '전국 세무관서장회의 개최' 브리핑을 하고 있다. 국세청은 국민 경제 활력, 성실 납세 지원, 공정 세정 실현, 미래 세정 선도를 위한 국세 행정... ",,2021-01-28 11:00:00
302,국세청 '주요 탈세 분야 엄정 대응 지속',<b>김진현</b> 국세청 기획조정관이 28일 오전 세종시 정부세종2청사에서 2021년 국세행정 운영방안을 브리핑하고 있다. 2021.1.28,,2021-01-28 11:00:00
303,21년 국세행정 운영방안 브리핑하는 <b>김진현</b> 기획조정관,<b>김진현</b> 국세청 기획조정관이 28일 오전 세종시 정부세종2청사에서 2021년 국세행정 운영방안을 브리핑하고 있다. 2021.1.28,,2021-01-28 11:00:00
304,국세행정 운영방안 설명하는 국세청,"<b>김진현</b> 국세청 기획조정관이 28일 정부세종2청사 국세청 기자실에서 '전국 세무관서장회의 개최' 브리핑을 하고 있다. 국세청은 국민 경제 활력, 성실 납세 지원, 공정 세정 실현, 미래 세정 선도를 위한 국세 행정... ",,2021-01-28 11:00:00
305,국세청 '비대면 중심 디지털 세정 전환',<b>김진현</b> 국세청 기획조정관이 28일 오전 세종시 정부세종2청사에서 2021년 국세행정 운영방안을 브리핑하고 있다. 2021.1.28,,2021-01-28 11:00:00
306,국세청 '디지털 세정 홈텍스 2.0 본격 추진',<b>김진현</b> 국세청 기획조정관이 28일 오전 세종시 정부세종2청사에서 2021년 국세행정 운영방안을 브리핑하고 있다. 2021.1.28,,2021-01-28 11:00:00
307,'코로나19' 매출 급감 자영업자 세무조사 면제된다,<b>김진현</b> 국세청 기획조정관은 28일 정부세종2청사에서 브리핑을 열고 &quot;이날 김대지 청장이 전국 세무관서장 회의를 열어 이런 내용을 담은 '2021년도 국세 행정 운영 방안'을 확정했다&quot;고 밝혔다. 그는 &quot;경제 회복 속도를... ,,2021-01-28 11:00:00
308,"국세청, 2021년 국세행정 운영방안 발표","<b>김진현</b> 국세청 기획조정관이 28일 오전 정부세종2청사에서 회복과 도약을 뒷받침하는 '국민이 편안한, 보다 나은 국세행정' 구현을 위한 2021년 국세행정 운영방안을 발표하고 있다. 2021.01.28. ppkjm@newsis.com... ",,2021-01-28 11:00:00
309,2021년 국세행정 운영방안 발표,"<b>김진현</b> 국세청 기획조정관이 28일 오전 정부세종2청사에서 회복과 도약을 뒷받침하는 '국민이 편안한, 보다 나은 국세행정' 구현을 위한 2021년 국세행정 운영방안을 발표하고 있다. 2021.01.28. ppkjm@newsis.com... ",,2021-01-28 11:00:00
310,"국세청 '전국세무관서장회의 개최, 국세행정 운영방안 설명'","<b>김진현</b> 국세청 기획조정관이 28일 정부세종2청사 국세청 기자실에서 '전국 세무관서장회의 개최' 브리핑을 하고 있다. 국세청은 국민 경제 활력, 성실 납세 지원, 공정 세정 실현, 미래 세정 선도를 위한... ",,2021-01-28 11:00:00
311,"국세청, 2021년 국세행정 운영방안 발표","<b>김진현</b> 국세청 기획조정관이 28일 오전 정부세종2청사에서 회복과 도약을 뒷받침하는 '국민이 편안한, 보다 나은 국세행정' 구현을 위한 2021년 국세행정 운영방안을 발표하고 있다. 2021.01.28. ppkjm@newsis.com... ",,2021-01-28 11:00:00
312,국세행정 운영방안 설명,"<b>김진현</b> 국세청 기획조정관이 28일 정부세종2청사 국세청 기자실에서 '전국 세무관서장회의 개최' 브리핑을 하고 있다. 국세청은 국민 경제 활력, 성실 납세 지원, 공정 세정 실현, 미래 세정 선도를 위한 국세 행정... ",,2021-01-28 11:00:00
313,"국세청 '전국 세무관서장회의 개최, 국세행정 운영방안 설명'","<b>김진현</b> 국세청 기획조정관이 28일 정부세종2청사 국세청 기자실에서 '전국 세무관서장회의 개최' 브리핑을 하고 있다. 국세청은 국민 경제 활력, 성실 납세 지원, 공정 세정 실현, 미래 세정 선도를 위한... ",,2021-01-28 11:00:00
314,"국세청 '국민이 편안한, 보다 나은 국세행정'","<b>김진현</b> 국세청 기획조정관이 28일 정부세종2청사 국세청 기자실에서 '전국 세무관서장회의 개최' 브리핑을 하고 있다. 국세청은 국민 경제 활력, 성실 납세 지원, 공정 세정 실현, 미래 세정 선도를 위한... ",,2021-01-28 11:00:00
315,올해 국세행정 운영방안 설명,"<b>김진현</b> 국세청 기획조정관이 28일 정부세종2청사 국세청 기자실에서 '전국 세무관서장회의 개최' 브리핑을 하고 있다. 국세청은 국민 경제 활력, 성실 납세 지원, 공정 세정 실현, 미래 세정 선도를 위한 국세 행정... ",,2021-01-28 11:00:00
316,"경북도, 코로나19 예방접종사업 준비 순항 중","<b>김진현</b> 경북도 복지건강국장은 &quot;오는 28일 발표될 정부의 코로나19 예방접종 시행 계획에 발 맞추어 백신확보와 대상자 관리에 철저를 기하고, 도민들에게 신속하고 투명한 예방접종이 추진 되도록 적극 힘쓰겠다&quot;고... ",,2021-01-28 10:19:00
317,"경북도, 코로나19 예방접종 준비 순조롭게 진행","<b>김진현</b> 경북도 복지건강국장은 “28일 발표될 정부의 코로나19 예방접종 시행 계획에 발맞춰 백신확보와 대상자 관리에 철저를 기하고, 도민들에게 신속하고 투명한 예방접종이 추진 되도록 적극적으로 힘쓰겠다”고... ",,2021-01-28 09:33:00
318,"경북도, 장애인 활동 지원 강화...24시간 돌봄 등",대상으로 총 321명을 채용해 오는 7월부터 근무하도록 할 계획이다. <b>김진현</b> 경북도 복지건강국장은 &quot;장애인이 일상생활을 하는데 필요한 생활밀착형 복지서비스를 계속 확대하겠다&quot;고 말했다. ☞공감언론 뉴시스,,2021-01-28 09:18:00
319,[시즌점검] 울산 서생에서 부산 기장으로 볼락 얼굴 보기가 이렇게 어려울 줄...,울산 서생에서 부산 기장으로 볼락 얼굴 보기가 이렇게 어려울 줄이야 <b>김진현</b>  기자 kjh@darakwon.co.kr 볼락을 두고 ‘춘고어(春告魚)’라고 한다. ‘봄이 왔음을 알리는 물고기’라는 뜻으로 봄에 잘 낚이는 제철 고기로... ,,2021-01-28 08:51:00
320,[르포] 겨울 시즌이 뜨겁다 경주 호래기·볼락 핫플레이스 10,겨울 시즌이 뜨겁다 경주 호래기·볼락 핫플레이스 10 <b>김진현</b>  기자 kjh@darakwon.co.kr 작년 겨울에 호래기가 쏟아져 많은 낚시인이 몰린 경주 감포항. 올해는 태풍에 주변 테트라포드와 친수공간이 망가진 탓에 낚시가... ,,2021-01-28 08:51:00
321,"경북도, 장애인복지서비스. 생활밀접지원 강화 한다.",<b>김진현</b> 경상북도 복지건강국장은 &quot;2021년에는 장애인이 일상생활을 영위하는데 필요한 생활밀착형 복지서비스를 점차 확대해 장애로 인한 사회활동 장벽을 낮추는데 최선을 다할 것&quot;이라고 밝혔다.,,2021-01-28 08:47:00
