idx,title,desc,org_link,pDate
1,[데스크리포트] 3월 기업 동향과 전망-반도체 전자 통신,"<b>이건희</b> 전 삼성그룹 회장이 상속 재산으로 남긴 계열사 지분 규모다. 이 지분의 상속방식이 결정될 시점이... 이재용 삼성전자 부회장(가운데)과 <b>이건희</b> 전 삼성전자 회장(오른쪽), 홍라희 전 삼성미술관 리움 관장... ",,2021-03-09 10:32:00
2,"삼성과 밀월 한솔케미칼 급성장, 조동길 조연주 한솔그룹 위상 되찾나",이병철 창업주의 장녀이자 <b>이건희</b> 회장의 누나인 이인희 고문은 1991년 삼성그룹 계열사인 전주제지(현 한솔제지)를 통해 계열분리를 했다. 이인희 고문은 이병철 회장이 자서전에서 &quot;사내로 태어났으면 그룹을 맡겼을... ,,2021-03-09 10:28:00
3,[홍경한의 시시일각] 미술품 물납제도와 미술품의 가치,"공교롭게도 고 <b>이건희</b> 삼성회장의 상속세와 맞물리면서 물납제에 대한 곱지 않은 시선이 존재하나, 사실 미술계는 오래전부터 미술품이 거래될 때마다 작가나 상속권자가 작품 판매금액의 일정 부분을 로열티로 받을 수... ",,2021-03-09 09:01:00
4,"[후보로 보는 한국사 ③]양보 거부한 안철수, 보수 대통령 각오했나",이재용이 <b>이건희</b> 아들 아니었으면 어떻게 삼성의 1인자가 됐겠습니까? 능력 없는 사람들이 상속으로 높은 자리 오르면 안 됩니다.&quot;] ◇ 김종대&gt; 초기의 그 수줍어하던 새 인물 안철수하고는 완전히 다르죠? ◆ 김민하&gt; 저도... ,,2021-03-09 07:01:00
5,"기증하면 ‘세테크’ 논란, 매각 땐 국외반출 우려… ‘<b>이건희</b> 컬렉션’ 운명...",<b>이건희</b> 삼성전자 회장의 별세 이후 11조원 규모의 상속세 일부를 소장 작품으로 납부할 수 있는 ‘미술품... 일각에서는 삼성미술관 리움의 운영 재개 등 삼성의 대표 문화예술사업들이 정상화하는 과정과 ‘<b>이건희</b>... ,,2021-03-09 05:09:00
6,삼성 ‘리움’ 다시 문 여나,고 <b>이건희</b> 삼성전자 회장 사후 삼성 문화예술사업의 향배와 함께 이 회장이 남긴 예술품 컬렉션의 처리... 업계는 이 회장이 생전에 소장했던 이른바 ‘<b>이건희</b> 컬렉션’의 향방을 결정해야 하는 시점과 리움 재개관 시점이... ,,2021-03-09 05:08:00
7,"[세풍] 4류들의 행진, 정치 참 쉽다","고 <b>이건희</b> 삼성전자 회장은 1995년에 &quot;행정력은 3류, 정치력은 4류, 기업경쟁력은 2류&quot;라고 말했다. 당사자는 설화(舌禍)를 치렀지만 시대를 관통하는 이런 명언도 잘 없다. 그로부터 사반세기가 지난 지금, 이 말은... ",,2021-03-09 05:01:00
8,"[슬기로운 해독뉴스 156] 해리 왕자 아내 마클, 다이애나 장신구 장착하고 인...","●3조 규모 ‘<b>이건희</b> 미술품’, 11조 상속세 대납 처리 될까? <b>이건희</b> 삼성전자 회장의 별세 이후 11조원 규모의 상속세 일부를 소장 작품으로 납부할 수 있는 ‘미술품 물납제’를 도입하자는 문화예술계 요구가 제기되며... ",,2021-03-08 23:46:00
9,"“현금 없어…” 이재용, 수천억 원 규모 신용대출 받는다","고(故) <b>이건희</b> 회장 상속인들이 내야 할 주식 상속세는 11조 366억 원으로 올해 2조 원을 내고 나머지 금액은... '재용아, 상속세 걱정 마라' <b>이건희</b> 회장이 수십년간 그려온 빅픽처 모네, 피카소, 샤갈…'초특급 컬렉션... ",,2021-03-08 21:41:00
10,[뉴있저] '<b>이건희</b> 컬렉션'으로 상속세를?...&quot;삼성 위한 꼼수&quot; &quot;미술계 숙원&quot;,"지난해 10월 <b>이건희</b> 삼성 회장이 별세한 뒤 이 전 회장이 보유하고 있던 미술품들이 세상에 모습을 드러냈습니다. 이른바 '<b>이건희</b> 컬렉션'인데요. 박수근, 이중섭 등 국내 대표 작가들의 작품은 물론이고 피카소와 샤갈... ",,2021-03-08 20:11:00
11,상속세 물납제와 오비이락 (ft. 삼성과 이광재),기획재정부 입장 이후 다수 언론이 고 삼성 <b>이건희</b> 회장이 수집한 수조 원대 미술품을 [물납제도]와 함께... 특히 삼성 고(故) <b>이건희</b> 회장이 소유하고 있다는 수조 원대의 미술소장품과 관련한 상속세 이슈가 첨예한... ,,2021-03-08 18:48:00
12,‘피카소·모네’...수조원대 명품 ‘<b>이건희</b> 컬렉션’은 어디로,‘특급이 있으면 컬렉션 전체의 위상이 덩달아 올라간다’ 지론 소장품 1만점 가치는 2조∼3조원대...오는 4월 말 향방 결정 전성민 기자 ball@ajunews.com 고(故) <b>이건희</b> 회장 [사진=삼성전자 제공] “<b>이건희</b> 회장은 값을... ,,2021-03-08 18:05:00
13,"화랑미술제 판매액 두배 '껑충'...동학개미, 미술시장으로 이동?","그는 &quot;최근 <b>이건희</b> 컬렉션과 미술품 물납제의 이슈가 나오고 미술시장 활성화가 언급되면서 미술시장 확대의 모멘텀처럼 보인다&quot;며 &quot;좋은 투자의 시대가 오려면 작가 육성, 시장 시스템 변혁, 정보화 이런게 동반돼야... ",,2021-03-08 17:52:00
14,"현금 없는 이재용, 수천억원 '신용대출'까지 받아 상속세 낸다",= 이재용 삼성전자 부회장이 고인이 된 아버지 故 <b>이건희</b> 회장에게 물려받는 재산에 대한 상속세를 내기 위해 결국 대출을 받기로 했다.올해에만 수천억원 규모의 금융권 대출을 받는다. 나머지 재원은 주식 배당 등을 통해... ,,2021-03-08 17:48:00
15,[썰물밀물] 진격의 K푸드,"30년 전 고 <b>이건희</b> 삼성 회장이 말했다. &quot;우리나라 행정은 3류, 정치는 4류, 기업은 2류&quot;라고. 이제 우리 기업들은 누가 봐도 세계 1류다. 정치나 행정은, 글세 4류 5류쯤이나 될까. ▶지난 주말 마트에서 꽁꽁 언 냉동만두를... ",,2021-03-08 17:11:00
16,[문제 풀이로 배우는 경제용어] 현금 아닌 물품으로 상속세를 내는 것?,고 <b>이건희</b> 삼성그룹 회장이 남긴 예술품 컬렉션을 물려받은 이재용 부회장이 상속세를 내기 위해 작품들을 판매할 경우 한국 문화계 전체적으로 손실인 만큼 작품으로 상속세를 대신할 수 있게 해달라는 취지였습니다.... ,,2021-03-08 17:05:00
17,‘대한민국 학원강사 원탑’이라는 88년생의 재산 수준 (부동산만 610억),"故 <b>이건희</b> 삼성전자 회장의 동생 이덕희 씨와 장동건, 고소영 부부, 골프선수 박인비 등 유명 인사들의 거주처, 투자처로 유명하다. 현우진이 매입한 펜트하우스는 PH129에서도 단 2세대 밖에 없는 매물이다. 123평형에... ",,2021-03-08 15:59:00
18,[단독]현금 없는 이재용…수천억 신용대출 받아 상속세 낸다,"고 <b>이건희</b> 회장의 상속인들이 내야 할 주식 상속세는 11조366억원이다. 올해 약 2조원을 내고 나머지 금액은... 삼성 총수 일가가 2020년 결산 배당으로 받게 될 돈은 고 <b>이건희</b> 회장이 약 8000억원, 이 부회장 2000억원, 홍라희... ",,2021-03-08 15:32:00
19,"[강훈의 MB법정일기⑧]'이학수 진술' 뒤집히자…검찰, '삼성 진술' 번복시켰다",무렵 <b>이건희</b> 회장이 특검의 조사를 받고 있어 도움이 될까 하는 기대에 요구를 수락했다는 내용이다. 소명자료에는 2009년 5월부터 2011년 3월까지 삼성전자 본사가 에이킨검프에 월 12만5000달러씩 22회에 걸쳐 총 275만... ,,2021-03-08 14:16:00
20,"[설문] 미술품으로 상속세 대납, 어떻게 생각하세요",하지만 고(故) <b>이건희</b> 삼성 회장의 별세로 그가 소장한 미술품의 향방이 주목을 받으면서 물납 범위를 문화재와 미술품으로 확대하자는 요구가 커지고 있습니다. 특히 문화계를 중심으로 귀중한 우리의 문화유산과... ,,2021-03-08 09:18:00
21,'<b>이건희</b> 회장 3조 컬렉션' 향방은?...&quot;삼성 리움·호암서 보존해야&quot;,내려온 <b>이건희</b> 회장의 미술소장품을 국립박물관이나 국립미술관에 기부하는 것보다 호암이나 리움에 기부해 보존하는 것을 고려해야 한다.&quot; 고(故) <b>이건희</b> 삼성전자 회장이 남긴 초일류 국보급 문화재와 미술품 컬렉션... ,,2021-03-08 08:15:00
22,"이재용, 집착을 버리고 총수직을 내려놔라",이미 고인이 됐지만 이재용의 아버지 <b>이건희</b>는 조선족 여성 여러 명을 성 매수했다. 관련 동영상까지 폭로됐다. 그러나 <b>이건희</b>는 수사도 기소도 되지 않은 반면 사건을 이용해 금품을 요구한 성매매알선 범인과 성매매... ,,2021-03-08 07:37:00
23,[재계 야담(野談)]재벌 안방마님 놀이터였던 미술관…지금은?,"최근 고 <b>이건희</b> 삼성전자 회장이 남긴 미술품의 값어치가 2조~3조원에 달하는 것으로 알려진 것처럼 삼성은 미술계에서도 ‘큰손’으로 통한다. 이 회장의 부인 홍 전 관장은 여기에 문화예술계 인맥, 미술작품을 보는... ",,2021-03-08 06:01:00
24,이재용에게 참 모진 세상[오동희의 思見],"고 <b>이건희</b> 회장의 3남매인 이재용, 이부진, 이서현 3인의 유대 관계에 따라 승계논란이 불거질 수 있을 뿐... 기업가 가문에서 태어나 조부인 이병철 회장과 부친인 <b>이건희</b> 회장에게 뒤지지 않는 경영자가 되어보겠다던... ",,2021-03-08 06:00:00
25,이재용 부회장 공백···삼성생명공익재단 이사장 교체 촉각,"2대 이사장은 고(故) 조우동 전 삼성중공업 회장이 맡았으며, 이어 고(故) <b>이건희</b> 회장이 이사장을 역임했다. <b>이건희</b> 회장이 잠시 경영일선에서 물러났을 당시에는 이수빈 전 삼성생명 회장이 이사장직을 맡았다. 그는... ",,2021-03-08 05:28:00
26,[이순녀의 문화발견] ‘<b>이건희</b> 컬렉션’과 미술품 물납제,지난해 10월 타계한 <b>이건희</b> 삼성 회장이 남긴 방대한 규모의 문화재와 미술품에 대한 감정이 마무리 단계에 접어들면서 일명 ‘<b>이건희</b> 컬렉션’의 향방에 미술계가 촉각을 곤두세우고 있다. 사후 6개월 이내에 전체 자산을... ,,2021-03-08 05:08:00
27,[조용헌 살롱] [1287] 명품은 값을 깎지 않는다,피카소부터 모네에 이르기까지 세계 일류 작품들을 수집한 <b>이건희</b>도 간송처럼 물건 값을 깎지 않았다는... <b>이건희</b>는 자기 세계에 몰두하는 ‘덕후’ 스타일이었지 않나 싶다. 이런 내성적 성향의 인간들이 사물을 골똘히... ,,2021-03-08 03:08:00
28,[기고] <b>이건희</b> 컬렉션에 대해,지난해 작고한 <b>이건희</b> 삼성 회장 컬렉션이 조금씩 속살을 드러내기 시작했다. 세계적 명작이 1만점... <b>이건희</b> 컬렉션은 마쓰카타 컬렉션을 훨씬 능가한다. 이를 잘 활용하면 한국 문화산업을 세계적 수준으로 끌어올릴... ,,2021-03-08 00:05:00
29,‘<b>이건희</b> 미술품’으로 삼성 상속세를?…대납 가능한가,"고 <b>이건희</b> 회장이 남긴 재산, 상속세만 10조원이 넘을 거란 예측이 나오죠. 삼성가 유족들은 다음 달까지 이... [리포트] 최대 3조 원으로 추정되는 이른바 '<b>이건희</b> 컬렉션'엔 겸재 정선의 '인왕제색도'와 '금강전도... ",,2021-03-07 20:06:00
30,"총수 신뢰는 기본, 조직장악·인맥까지…'2인자'의 자격","고 <b>이건희</b> 회장 시절에는 소병해, 이수환, 이수빈, 현명관, 이학수, 김순택, 최지성 등 7명의 실세형 실장이 2인자로 불렸다. 그런데 2017년 미래전략실이 해체됐다. 계열사들은 자율 경영 체제로 전환됐다. 예전과 같은... ",,2021-03-07 16:38:00
31,카(car)케이스,4(km/L) 가격 l 6억4천만원 <b>이건희</b> 작가 미래 지향적 디자인의 7세대 현대 ‘올 뉴 아반떼’... 4(km/L) 가격 l 2억9천7백만원부터 <b>이건희</b> 작가 레인지로버의 탄생 50주년을 기념해 출시된 한정판 랜드로버의... ,,2021-03-07 15:21:00
32,"'재용아, 상속세 걱정 마라' <b>이건희</b> 회장이 수십년간 그려온 빅픽처",고(故) <b>이건희</b> 삼성그룹 회장 별세로 유족이 떠안는 천문학적인 상속세를 미술품으로 납부하는 제도를... 가치가 2조∼3조원대에 달한다는 추정이 나온다.모네·피카소… 최대 3조 <b>이건희</b> 컬렉션이 회장의 소장품 규모는... ,,2021-03-07 10:56:00
